workdays,days_per_week,hours_per_week,is_remote,is_flexible
شنبه تا چهارشنبه 8:30 الی18:30  پنج شنبه اضافه کار 8:30 الی 16:30,5,60,0,0
شنبه تا پنج شنبه ساعت 9 الی 17,1,8,0,0
6 روز در هفته و 5 روز در هفته پارت تایم,,,0,0
شنبه تا چهار شنبه 9الی 18 پنجشنبه ها9 الی14,2,18,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30,5,54,0,0
44 ساعت در هفته,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهار شنبه: از ساعت 09:00 تا 18:00، پنج شنبه ها: تعطیل,1,9,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
"24 days in a month, time: 15:00 - 23:20",,,0,0
شنبه تا چهارشنبه 9 صبح الی 18,,,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 8:30تا 17  پنجشنبه 8:30 تا 13 یک هفته در میان,6,59.5,0,0
شنبه تا چهارشنبه 8 الی 18 پنج شنبه ها تا 13,5,60,0,0
روزهای کاری رسمی و ساعت اداری,,,0,0
شنبه تا چهارشنبه 17:00-7:00 پنجشنبه 13:20-7:00,,,0,0
شنبه-پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:20,5,53,0,0
44 ساعت در هفته بصورت شیفتی,,,0,0
شنبه تا چهارشنبه 9 الی 17   پنجشنبه ها 9 الی 13,6,56,0,0
10 الی 18,,,0,0
شنبه تا چهارشنبه از 8 تا 17 و پنج شنبه ها تا ساعت 12:30,5,54,0,0
شنبه تاچهارشنبه 8:30 الی 17:30 / پنج شنبه ها 8/30 الی 12:30,5,54,0,0
شنبه تا چهارشنبه 7:30 الی 16:30,5,54,0,0
روزهای شنبه تا چهارشنبه از ساعت 07:30 تا 16:30 با یک ساعت شناوری,5,54,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه،  ساعت کار 7:30 تا 16:15  پنجشنبه : یک هفته د رمیان,2,17.5,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه- 07:30 الی 16:30,,,0,0
شنبه تا چهارشنبه 8 الی 16.45,5,48,0,0
شنبه تا چهارشنبه از 9 تا 17:45,5,52.5,0,0
شنبه تا چهار شنبه 8 الی 17,1,9,0,0
شنبه تا چهارشنبه 7:45 الی 17,5,55.5,0,0
8:00 الی 16:48 شنبه الی چهارشنبه,5,52.8,0,0
شنبه تا پنج شنبه 6 تا 17,1,11,0,0
شنبه تا چهارشنبه 8الی 16 پنج شنبه 8 الی 12,5,48,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8 صبح الی 16 و پنج شنبه ها 8 صبح الی 13,,,0,0
شنبه تا چهار شنبه از ساعت 8 الی 17,1,9,0,0
شنبه تا چهارشنبه 07:30 تا 16:00 پنجشنبه 07:30 تا 12:00,6,59.5,0,0
شنبه تا چهارشنبه، ساعات کاری منعطف,,,0,1
شنبه تا چهارشنبه  8:00 الی 17:00,5,54,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ـ 7:30 تا 16:45,5,55.5,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 9:30 الی 17:00,5,45,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه  9:00 الی 17:00  پنجشنبه 9:00 الی  13:00,6,56,0,0
شنبه تا سه شنبه 8 الی 17,4,45,0,0
شنبه الی چهار شنبه از ساعت 8 الی 16:30 و پنج شنبه ها 8 الی 13,1,13.5,0,0
شنبه تا چهارشنبه 8 تا 17.15,5,54,0,0
8:30-17,,,0,0
8:00 تا 17:00 شنبه تا پنج شنبه,1,9,0,0
شنبه الی چهارشنبه از ساعت 9:00 الی 17:30 پنچ شنبه ها تعطیل می باشد.,5,51,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه 8:30 الی 18,5,57,0,0
شنبه تا چهارشنبه 08:30 الی 17:00 پنج شنبه 08:30 الی 12:00,5,51,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 18:30 و پنجشنبه 8:30 الی 15,6,73,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 9 تا 17 و پنجشنبه 9 تا 13,6,56,0,0
همه روزه 11 صبح به بعد و یک روز تعطیلی هفتگی,,,0,0
شنبه تا چهارشنبه 8:30 صبح تا 17:00، پنجشنبه ها 8:30 الی 12:30,2,8,0,0
روزهای شنبه تا چهارشنبه از ساعت 08:00 تا 17:00,5,54,0,0
شنبه تا چهارشنبه 8:30 الی 17 - پنچ شنبه 8:30 الی 12:30,5,55,0,0
شنبه تا چهارشنبه ساعت 7:30 الی 15:30,5,48,0,0
شنبه الی چهارشنبه 08:00 - 17:20، پنجشنبه ها 08:00-12:00 (اضافه کاری),,,0,0
شنبه تا چهارشنبه 9 تا 17 - پنج شنبه ها 9 تا 14,5,53,0,0
6 روز در هفته,,,0,0
شنبه تا چهارشنبه ساعت 7:30تا16:30,5,54,0,0
شنبه تا چهارشنبه 8 تا 18 و پنج شنبه 8 تا 16,5,68,0,0
شنبه تا چهارشنبه 8- 17,,,0,0
شنبه تا چهارشنبه  8:30 تا 16:30 پنج شنبه 8:30 تا 13,5,48,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
شنبه الی چهارشنبه ساعت 8 الی 16 پنجشبه از 8 الی 12,5,48,0,0
شنبه الی پنجشنبه - ساعت 8 الی 17,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:00 تا 17:00,5,54,0,0
شنبه تا چهارشنبه ساعت 7 الی 18,5,66,0,0
شنبه تا چهارشنبه ( تمام وقت ) پنج شنبه ( نیمه وقت ),,,0,0
شیفتی,,,0,0
شنبه تا چهارشنبه 08:00 تا 17:00,5,54,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه 13,6,56,0,0
5 روز در هفته,,,0,0
به صورت دلخواه,,,0,0
شنبه تا چهارشنبه ساعت 08:15 الی 17:30,5,55.5,0,0
شنبه تا  چهارشنبه 8:30 تا 17 . پنج شنبه 8.30 تا 14,5,51,0,0
شنبه تا چهارشنبه 7:30 تا  16:30,5,54,0,0
از 7 صبح تا 16:30 عصر و تا 19:30 اضافه کار,,,0,0
شنبه تا چهارشنبه,,,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه 8:30 الی 18-پنجشنبه 8:30 الی 13:30,6,67,0,0
شنبه، دوشنبه و پنجشنبه ساعت 15 تا 20,2,10,0,0
شنبه تا چهارشنبه 9 الی 17:30 - پنجشنبه 10 الی 14,6,59,0,0
شنبه تا چهارشنبه 7:30 الی 16:30,5,54,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 17:20,5,53,0,0
شنبه تا چهارشنبه 9 تا 17,5,48,0,0
شنبه تا چهارشنبه 8:00 الی 17:00 و پنج شنبه ها 8:00 الی 14:00,5,60,0,0
شنبه تا پنجشنبه 10 تا 18,6,56,0,0
شنبه تا چهارشنبه 8:30 لغایت 17:00  و پنج شنبه ها 8:30 لغایت 12:30,,,0,0
8 الی 15:30 ( پنجشنبه ها 8 الی 14:30),2,15,0,0
شنبه الی سه شنبه 8 الی 17 - چهارشنبه 8 الی 16,5,61,0,0
Saturday to Wednesday,,,0,0
شنبه تا چهارشنبه 8صبح تا 16 عصر و پنجشنبه 9تا13,2,8,0,0
شنبه تا چهارشنبه از ساعت 08:30 تا 17 - پنج شنبه ها از ساعت 8:30 تا 12:30,5,55,0,0
شنبه تا چهارشنبه: 9 الی 18 - پنجشنبه ها: 9 الی 15,6,66,0,0
6 روز کاری و ده ساعت روزانه,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه 10 تا 18,1,8,0,0
شنبه تا پنجشنبه 07:00الی 15:20,6,58.33333333,0,0
شنبه تا چهارشنبه ساعت7 تا 17,5,60,0,0
8:00 الی 17:00,,,0,0
7:30 الی 16شنبه تا چهارشنبه پنج شنبه تا 12,5,51,0,0
5 روز و 8 ساعت در روز,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه ها 8 الی 14,5,54,0,0
شیفتی 20 روز کار، 10 روز استراحت,,,0,0
شنبه الی چهارشنبه 8 الی 16و اضافه کاری16  الی 18و پنج شنبه 8 الی 14,5,48,0,0
شنبه تا چهارشنبه 9 الی 17:30 . پنجشنبه ها تعطیل بر حسب نیاز کاری,6,59.5,0,0
شنبه الی چهارشنبه ساعت 8 الی 16 و پنجشنبه ها 8 الی 13,6,58,0,0
شنبه تا چهارشنبه 9 الی 18 پنجشنبه ها 9 الی 14,6,63,0,0
شنبه تا چهارشنبه 8 الی 16:30 پنج شنبه ها یک در میان 8 الی 12,5,51,0,0
شنبه تا پنجشنبه8 لغایت 17,,,0,0
شنبه تا چهارشنبه - از ساعت 8 الی 17:15,,,0,0
شنبه تا چهارشنبه8 الی 17 - پنجشنبه  تعطیل میباشد.,5,54,0,0
دورکار و منعطف,,,0,1
8 تا 16:45,,,0,0
شنبه تا چهارشنبه 10 الی 14  / 16 الی 20,5,24,0,0
شنبه تا چهارشنبه از ساعت 8.30الی 16.00,5,-84,0,0
شنبه تا چهارشنبه 8 الی 17:20,5,56,0,0
هر روز ، 44 ساعت در هفته,,,0,0
شنبه تا  پنج شنبه ساعت 9 الی 17,1,8,0,0
شنبه الی چهارشنبه 8 الی 17:30,5,57,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه الی چهارشنبه 7:00 الی 16:30,5,57,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
شنبه تا چهارشنبه08:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه از 8 تا 16 و پنجشنبه از 8 تا 12,6,56,0,0
هر روز هفته از ساعت 8 الی 17,,,0,0
شنبه تا چهارشنبه 8تا 16,5,48,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
هر روز هفته بسته به شرایط کاری,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه ساعت 8-17- پنجشنبه 8-12,,,0,0
شنبه تا چهارشنبه :7:30 تا 16:30 -پنجشنبه7:30 تا13:30,6,66,0,0
مطابق قوانین کار,,,0,0
شنبه تا چهارشنبه، ساعت 9 تا 17,,,0,0
شنبه تا چهارشنبه 7 الی 16:30,5,57,0,0
شنبه تا چهارشنبه  8 الی 17,5,54,0,0
شنبه تا چهارشنبه از 8 الی 12 و 16 الی 20,5,24,0,0
صبح کار,,,0,0
شنبه تا چهار شنبه 7الی 16، پنج شنبه 7 الی 11,1,13,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا پنج شنبه از ساعت 7:30 الی 15,1,7.5,0,0
شنبه تا چهارشنبه از ساعت 7:15 الی  16:00,5,52.5,0,0
شنبه تا چهارشنبه07:30 لغایت 16 و دو پنجشنبه در ماه کاری,,,0,0
شنبه تا پنج شنبه از ساعت 8 صبح الی 17,,,0,0
هر روز  و ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه 7:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه 7:30 الی 1800 و پنجشنبه 7:30 الی 13,6,74,0,0
شنبه تا چهارشنبه 8 تا 17 و پنج شنبه ها 8 تا 12,5,58,0,0
شنبه تا چهارشنبه 8 الی 18 و پنجشنبه 8 الی 14:00,6,72,0,0
شنبه تا پنج شنبه 9 صبح الی 18,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 و پنجشنبه 8:30 الی 13,6,60,0,0
شنبه تا چهارشنبه 17-9 پنج شنبه 13-9,,,0,0
شنبه تا چهارشنبه 9 الی 18,5,54,0,0
شنبه تا چهارشنبه از ساعت 8:30 لغایت 17:00 و پنج شنبه از ساعت 8:30 لغایت 12:30,,,0,0
همه روزه ازساعت 10 الی 14 و  16 الی  21:30,,,0,0
شنبه تا چهارشنبه  ساعت 8 صبح لغایت 17 بعدازظهر,,,0,0
صبح و عصر,,,0,0
شنبه تا چهارشنبه ساعت 9 الی 18:00,5,54,0,0
شنبه تا چهارشنبه 9 تا 17 - پنجشنبه 9 تا 13,6,56,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
شنبه تا چهارشنبه 8 صبح تا 16:30  پنج شنبه ها یک هفته در میان,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17:30 و پنج شنبه تعطیل,5,57,0,0
مطابق وزارت کار,,,0,0
ندارد,,,0,0
6 روز کاری از ساعت 8:30 تا 16,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 16,5,48,0,0
شنبه تا چهارشنبه از ساعت 7:30 الی 16:30,5,54,0,0
شنبه تا چهرشنبه 8.00 الی 17.00,1,17,0,0
اقماری,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
روزهای کاری از شنبه الی چهارشنبه  و پنج شنبه ها نیمه وقت می باشد,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه از ساعت 8 تا 18,5,60,0,0
شنبه تا چهارشنبه : 16:30-7:15,,,0,0
شنبه تا چهارشنبه 8:30 تا 17,5,51,0,0
هر شب  از 00:30 بامداد الی 08:00,,,0,0
شنبه تا سه شنبه 9 الی 18 چهارشنبه 9 الی 17,5,54,0,0
شنبه تا چهارشنبه 9 صبح تا 17 / پنج شنبه 9 تا 13,5,24,0,0
شنبه دوشنبه سه شنبه چهار شنبه 9 الی 17,3,24,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه 8 الی 12,5,54,0,0
شنبه تا چهارشنبه 17:00-08:30 و  پنجشنبه ها 12:30-08:30,,,0,0
8:30 الی 17,,,0,0
از ساعت 9 تا 18 پنجشنبه تا 13:30 جمعه تعطیل,3,27,0,0
روزهای کاری: شنبه تا چهارشنبه، از ساعت 8:30 الی 17:45,,,0,0
شنبه تا چهارشنبه 9 الی 17:30 . پنجشنبه ها تعطیل بر حسب نیاز کاری,6,59.5,0,0
شنبه تا چهارشنبه از ساعت 8 صبح تا 17 عصر ، پنج شنبه ها از ساعت 8 صبح تا ساعت 12 ظهر,,,0,0
شنبه تا چهارشنبه 9 الی 17 - پنجشنبه 9 الی 13,6,56,0,0
شنبه تا چهارشنبه 8 الی 17/30,5,54,0,0
شنبه تا چهارشنبه         ساعت 8الی 17 - 9الی18 (بصورت شناور)   پنجشنبه ها 8الی 12 (2روز در ماه),6,72,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17:00 و پنج شنبه ها تا 12:30,5,51,0,0
9 الی 17,,,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه (8 تا 17),5,54,0,0
شنبه تا پنج شنبه 7 الی 19,1,12,0,0
شنبه تا چهارشنبه  از 8تا 17 و پنجشنبه 8 تا 13,6,64,0,0
9 تا 21,,,0,0
شنبه تا چهارشنبه - 8:00 الی 17:00,,,0,0
حضوری,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنج شنبه تعطیل,5,54,0,0
شنبه تا پنجشنبه 9 تا 17,6,56,0,0
شنبه تا پنجشنبه 8 الی 16,6,56,0,0
شنبه تا چهارشنبه ساعت 9 تا 18,5,54,0,0
شنبه تا چهارشنبه از 8 الی 16:30 و پنج شنبه از 8 الی 12,5,55,0,0
شنبه تا چهارشنبه 8:30 لغایت 17:30 و پنج شنبه ها تعطیل,,,0,0
17-Sep,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا پنج شنبه 7/30الی17/30,1,-13,0,0
دو شیفت 8 تا17 و 17 تا 1,,,0,0
8 تا 16,,,0,0
شنبه تا چهارشنبه 10  تا 18,5,48,0,0
شنبه تا چهارشنبه 7:30 تا 16:30,5,54,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 7:30 تا 16 - پنجشنبه 7:30 تا 11:30 (7:30 تا8 شناور),6,59,0,0
شنبه تا چهارشنبه 8:00 تا 17:15,5,55.5,0,0
از شنبه تا چهارشنبه7:30 الی 16 و دو پنجشنبه در ماه از ساعت 7:30 الی 12,6,60,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 و پنجشنبه ها تا13,5,51,0,0
پاره وقت (معمولا 8:00 تا 18:00),,,0,0
شنبه تا چهارشنبه 8:15 الی 17:15,5,54,0,0
شنبه تا چهارشنبه 8 تا 16:30 و پنج شنبه ها 8تا 12,5,55,0,0
شنبه - چهارشنبه 08:30 - 17:00 - پنجشنبه 08:30 - 13:00,,,0,0
شنبه تا چهارشنبه 8 تا 15,5,42,0,0
شنبه تا چهارشنبه 08:00 الی 16:30 پنج شنبه 08:00 الی 14:30,5,51,0,0
شنبه الی سه شنبه  08:00 الی 17:00 -  چهارشنبه 8:00 الی 16:00,5,61,0,0
ساعت کاری از 08:30 الی 17:30 (پنج شنبه ها تعطیل),1,9,0,0
شنبه تا چهارشنبه  8:30 تا 17:30,5,54,0,0
شنبه الی چهارشنبه 8 الی 16 و پنجشنبه 8 الی 13,6,58,0,0
تمام ایام هفته,,,0,0
شنبه تا چهارشنبه 16.30 الی 8.30 - پنج شنبه 12.30 الی 8.30,5,-154,0,0
شنبه تا چهارشنبه (17:00 - 8:00),,,0,0
19-Aug,,,0,0
8 الی 17,,,0,0
9 الی 15,,,0,0
هیبریدی,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه از 8.30 الی 17.30,5,-78,0,0
شنبه تا چهارشنبه ازساعت08:30الی 17:00 پنجشنبه ها 08:30الی13:00,6,59.5,0,0
7:00 الی 17:00,,,0,0
شنبه تا چهارشنبه 8.30 تا 17.30,5,-78,0,0
بدلیل دورکاری و پورسانتی بودن ، در تمام ایام هفته قابل انجام می باشد,,,1,0
شنبه تا چهارشنبه 9 الی 18 پنج شنبه 9 الی 14,5,54,0,0
مطابق قوانین کار,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنج شنبه 8 الی 12,5,54,0,0
شیفتی,,,0,0
شنبه تا چهارشنبه از ساعت 9 الی 17:30 پنجشنبه ها تا 13:000,6,59.5,0,0
ازشنبه تا چهارشنبه ساعت 8 تا 17 و پنجشنبه ها 8:30 تا 13,6,63,0,0
8:30 الی 17,,,0,0
شنبه تا پنج شنبه از ساعت 9 الی 17,1,8,0,0
ساعت کاری مطابق قانون کار می باشد.,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه ها یک در میان تعطیل,6,63,0,0
شنبه الی چهارشنبه9الی 17 - پنج شنبه ها 9 الی 13,5,52,0,0
شنبه تا چهارشنبه,,,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه9 تا16,5,42,0,0
شنبه تا چهارسنبه 8 تا 17 و پنجشنبه ها 8 تا 12,2,17,0,0
Sunday to Thursday from 8:30 to 5:30,,,0,0
شنبه تا چهارشنبه ساعت 08:30 تا 17:30 و پنج شنبه ها تعطیل,5,54,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 08:00 الی 16:45,5,52.5,0,0
7تا 17,,,0,0
شنبه تا چهارشنبه  8:30 الی 17 - پنجشنبه ها 8:30 الی 13,6,60,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17 پنج شنبه ها تا 13,5,54,0,0
شنبه تا چهارشنبه ساعت8 الی 17:00,5,54,0,0
شنبه تا چهارشنبه  07:30 الی :17:30,,,0,0
شنبه تا پنجشنبه از ساعت 8:00 الی 14:00,6,42,0,0
ساعت کاری: 1روزدر هفته,,,0,0
شنبه تا پنجشنبه 8 تا 16,6,56,0,0
شنبه تا چهارشنبه از 7:30 الی 16:30  پنجشنبه از 7:30 الی 13:00,6,63,0,0
شنبه تا چهارشنبه 7:30 تا 16,5,51,0,0
روزهای کاری از شنبه الی چهارشنبه  و پنج شنبه ها نیمه وقت می باشد,,,0,0
شنبه تا پنجشنبه 7:00 الی 16:00,6,63,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17 پنجشنبه از ساعت 8:30 تا 13,6,59.5,0,0
دورکار,,,0,0
شنبه تا چهارشنبه از ساعت 8:00 الی 17:00 و پنجشنبه از ساعت 8:00 الی 13:00,6,64,0,0
شنبه تا چهارشنبه 07:00-16:20,,,0,0
شنبه تا چهارشنبه از 8 الی 17؛ پنجشنبه ها از 8 الی 14,6,63,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 16:30,5,51,0,0
منعطف,,,0,1
شنبه تا چهارشنبه 7 تا 16/30,5,54,0,0
شنبه تا چهارشنبه 8 تا 16:30 و پنج شنبه 8 تا 14,5,57,0,0
مطابق قانون کار 08:30 الی 18-,,,0,0
